species	import_date	sample_id	plate_number	count	run	biol_repl	tech_repl	drug	concentration	control	NT_code	rare_species	rel_abundance	rel_to_standard_abundance	AUC	maxOD	finalOD	absolute_abundance
Ruminococcus bromii	11042019	G1LM1844	2	0	LM1844	1	1	Mecillinam	20	FALSE	NT5045	TRUE	0	0	1.0074905524563615	1.0523786641037962	1.0225852955309949	0
Ruminococcus gnavus	11042019	G1LM1844	2	33	LM1844	1	1	Mecillinam	20	FALSE	NT5046	FALSE	0.002807077237155495	0.07236842105263158	1.0074905524563615	1.0523786641037962	1.0225852955309949	0.002870475906134981
Ruminococcus torques	11042019	G1LM1844	2	0	LM1844	1	1	Mecillinam	20	FALSE	NT5047	TRUE	0	0	1.0074905524563615	1.0523786641037962	1.0225852955309949	0
Streptococcus parasanguinis	11042019	G1LM1844	2	957	LM1844	1	1	Mecillinam	20	FALSE	NT5072	FALSE	0.08140523987750936	2.098684210526316	1.0074905524563615	1.0523786641037962	1.0225852955309949	0.08324380127791443
Streptococcus salivarius	11042019	G1LM1844	2	376	LM1844	1	1	Mecillinam	20	FALSE	NT5038	FALSE	0.03198366791425655	0.8245614035087719	1.0074905524563615	1.0523786641037962	1.0225852955309949	0.032706028506265236
Veillonella parvula	11042019	G1LM1844	2	1810	LM1844	1	1	Mecillinam	20	FALSE	NT5017	FALSE	0.1539639333106499	3.969298245614035	1.0074905524563615	1.0523786641037962	1.0225852955309949	0.1574412542455853
Akkermansia muciniphila	11042019	A4LM1857	2	17	LM1857	1	1	Diacerein	320	FALSE	NT5021	TRUE	0.0013048817930610991	0.9444444444444443	0.2378660860097986	0.27764005949429843	0.27764005949429843	3.6228745865851035e-4
Bacteroides fragilis	11042019	A4LM1857	2	7	LM1857	1	1	Diacerein	320	FALSE	NT5003	FALSE	5.373042677310408e-4	0.3888888888888889	0.2378660860097986	0.27764005949429843	0.27764005949429843	1.4917718885938664e-4
Bacteroides thetaiotaomicron	11042019	A4LM1857	2	18	LM1857	1	1	Diacerein	320	FALSE	NT5004	FALSE	0.001381639545594105	1	0.2378660860097986	0.27764005949429843	0.27764005949429843	3.835984856384228e-4
Bacteroides uniformis	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5002	FALSE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Bifidobacterium adolescentis	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5022	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Bifidobacterium longum subsp. longum	11042019	A4LM1857	2	61	LM1857	1	1	Diacerein	320	FALSE	NT5028	TRUE	0.0046822229045133555	3.3888888888888884	0.2378660860097986	0.27764005949429843	0.27764005949429843	0.0012999726457746548
Bilophila wadsworthia	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5036	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Blautia obeum	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5069	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Clostridium perfringens	11042019	A4LM1857	2	48	LM1857	1	1	Diacerein	320	FALSE	NT5032	FALSE	0.00368437212158428	2.6666666666666665	0.2378660860097986	0.27764005949429843	0.27764005949429843	0.001022929295035794
Collinsella aerofaciens	11042019	A4LM1857	2	1	LM1857	1	1	Diacerein	320	FALSE	NT5073	FALSE	7.675775253300584e-5	0.05555555555555555	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.1311026979912377e-5
Coprococcus comes	11042019	A4LM1857	2	5	LM1857	1	1	Diacerein	320	FALSE	NT5048	FALSE	3.8378876266502914e-4	0.27777777777777773	0.2378660860097986	0.27764005949429843	0.27764005949429843	1.0655513489956187e-4
Dorea formicigenerans	11042019	A4LM1857	2	1	LM1857	1	1	Diacerein	320	FALSE	NT5076	FALSE	7.675775253300584e-5	0.05555555555555555	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.1311026979912377e-5
Eggerthella lenta	11042019	A4LM1857	2	2	LM1857	1	1	Diacerein	320	FALSE	NT5024	FALSE	1.5351550506601167e-4	0.1111111111111111	0.2378660860097986	0.27764005949429843	0.27764005949429843	4.2622053959824754e-5
Escherichia coli ED1a	11042019	A4LM1857	2	12803	LM1857	1	1	Diacerein	320	FALSE	NT5078	FALSE	0.9827295056800737	711.2777777777777	0.2378660860097986	0.27764005949429843	0.27764005949429843	0.27284507842381817
Eubacterium rectale	11042019	A4LM1857	2	4	LM1857	1	1	Diacerein	320	FALSE	NT5009	FALSE	3.0703101013202335e-4	0.2222222222222222	0.2378660860097986	0.27764005949429843	0.27764005949429843	8.524410791964951e-5
Fusobacterium nucleatum subsp. nucleatum	11042019	A4LM1857	2	27	LM1857	1	1	Diacerein	320	FALSE	NT5025	FALSE	0.0020724593183911576	1.5	0.2378660860097986	0.27764005949429843	0.27764005949429843	5.753977284576342e-4
Odoribacter splanchnicus	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5081	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Parabacteroides distasonis	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5074	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Parabacteroides merdae	11042019	A4LM1857	2	7	LM1857	1	1	Diacerein	320	FALSE	NT5071	FALSE	5.373042677310408e-4	0.3888888888888889	0.2378660860097986	0.27764005949429843	0.27764005949429843	1.4917718885938664e-4
Prevotella copri	11042019	A4LM1857	2	1	LM1857	1	1	Diacerein	320	FALSE	NT5019	TRUE	7.675775253300584e-5	0.05555555555555555	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.1311026979912377e-5
Roseburia intestinalis	11042019	A4LM1857	2	13	LM1857	1	1	Diacerein	320	FALSE	NT5011	FALSE	9.978507829290757e-4	0.7222222222222221	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.7704335073886084e-4
Ruminococcus bromii	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5045	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Ruminococcus gnavus	11042019	A4LM1857	2	1	LM1857	1	1	Diacerein	320	FALSE	NT5046	FALSE	7.675775253300584e-5	0.05555555555555555	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.1311026979912377e-5
Ruminococcus torques	11042019	A4LM1857	2	0	LM1857	1	1	Diacerein	320	FALSE	NT5047	TRUE	0	0	0.2378660860097986	0.27764005949429843	0.27764005949429843	0
Streptococcus parasanguinis	11042019	A4LM1857	2	43	LM1857	1	1	Diacerein	320	FALSE	NT5072	FALSE	0.003300583358919251	2.388888888888889	0.2378660860097986	0.27764005949429843	0.27764005949429843	9.163741601362321e-4
Streptococcus salivarius	11042019	A4LM1857	2	1	LM1857	1	1	Diacerein	320	FALSE	NT5038	FALSE	7.675775253300584e-5	0.05555555555555555	0.2378660860097986	0.27764005949429843	0.27764005949429843	2.1311026979912377e-5
Veillonella parvula	11042019	A4LM1857	2	26	LM1857	1	1	Diacerein	320	FALSE	NT5017	FALSE	0.0019957015658581515	1.4444444444444442	0.2378660860097986	0.27764005949429843	0.27764005949429843	5.540867014777217e-4
Akkermansia muciniphila	11042019	B9LM1844	2	1	LM1844	1	2	Omeprazole	5	FALSE	NT5021	TRUE	5.430650591940915e-5	0.0014619883040935672	0.9933867194529422	1.047573282075925	1.0129745314752523	5.50111073897715e-5
Bacteroides fragilis	11042019	B9LM1844	2	100	LM1844	1	2	Omeprazole	5	FALSE	NT5003	FALSE	0.005430650591940914	0.14619883040935672	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0055011107389771495
Bacteroides thetaiotaomicron	11042019	B9LM1844	2	477	LM1844	1	2	Omeprazole	5	FALSE	NT5004	FALSE	0.025904203323558164	0.6973684210526315	0.9933867194529422	1.047573282075925	1.0129745314752523	0.026240298224921004
Bacteroides uniformis	11042019	B9LM1844	2	96	LM1844	1	2	Omeprazole	5	FALSE	NT5002	FALSE	0.005213424568263278	0.14035087719298245	0.9933867194529422	1.047573282075925	1.0129745314752523	0.005281066309418063
Bifidobacterium adolescentis	11042019	B9LM1844	2	2	LM1844	1	2	Omeprazole	5	FALSE	NT5022	TRUE	1.086130118388183e-4	0.0029239766081871343	0.9933867194529422	1.047573282075925	1.0129745314752523	1.10022214779543e-4
Bifidobacterium longum subsp. longum	11042019	B9LM1844	2	0	LM1844	1	2	Omeprazole	5	FALSE	NT5028	TRUE	0	0	0.9933867194529422	1.047573282075925	1.0129745314752523	0
Bilophila wadsworthia	11042019	B9LM1844	2	3	LM1844	1	2	Omeprazole	5	FALSE	NT5036	TRUE	1.6291951775822744e-4	0.0043859649122807015	0.9933867194529422	1.047573282075925	1.0129745314752523	1.6503332216931448e-4
Blautia obeum	11042019	B9LM1844	2	5	LM1844	1	2	Omeprazole	5	FALSE	NT5069	TRUE	2.7153252959704574e-4	0.007309941520467837	0.9933867194529422	1.047573282075925	1.0129745314752523	2.7505553694885746e-4
Clostridium perfringens	11042019	B9LM1844	2	5279	LM1844	1	2	Omeprazole	5	FALSE	NT5032	FALSE	0.28668404474856085	7.717836257309941	0.9933867194529422	1.047573282075925	1.0129745314752523	0.2904036359106037
Collinsella aerofaciens	11042019	B9LM1844	2	24	LM1844	1	2	Omeprazole	5	FALSE	NT5073	FALSE	0.0013033561420658195	0.03508771929824561	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0013202665773545158
Coprococcus comes	11042019	B9LM1844	2	152	LM1844	1	2	Omeprazole	5	FALSE	NT5048	FALSE	0.00825458889975019	0.2222222222222222	0.9933867194529422	1.047573282075925	1.0129745314752523	0.008361688323245266
Dorea formicigenerans	11042019	B9LM1844	2	110	LM1844	1	2	Omeprazole	5	FALSE	NT5076	FALSE	0.005973715651135006	0.1608187134502924	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0060512218128748645
Eggerthella lenta	11042019	B9LM1844	2	294	LM1844	1	2	Omeprazole	5	FALSE	NT5024	FALSE	0.01596611274030629	0.4298245614035088	0.9933867194529422	1.047573282075925	1.0129745314752523	0.01617326557259282
Escherichia coli ED1a	11042019	B9LM1844	2	3920	LM1844	1	2	Omeprazole	5	FALSE	NT5078	FALSE	0.21288150320408386	5.730994152046784	0.9933867194529422	1.047573282075925	1.0129745314752523	0.21564354096790428
Eubacterium rectale	11042019	B9LM1844	2	27	LM1844	1	2	Omeprazole	5	FALSE	NT5009	FALSE	0.001466275659824047	0.039473684210526314	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0014852998995238302
Fusobacterium nucleatum subsp. nucleatum	11042019	B9LM1844	2	4614	LM1844	1	2	Omeprazole	5	FALSE	NT5025	FALSE	0.2505702183121538	6.745614035087719	0.9933867194529422	1.047573282075925	1.0129745314752523	0.25382124949640567
Odoribacter splanchnicus	11042019	B9LM1844	2	1	LM1844	1	2	Omeprazole	5	FALSE	NT5081	TRUE	5.430650591940915e-5	0.0014619883040935672	0.9933867194529422	1.047573282075925	1.0129745314752523	5.50111073897715e-5
Parabacteroides distasonis	11042019	B9LM1844	2	8	LM1844	1	2	Omeprazole	5	FALSE	NT5074	TRUE	4.344520473552732e-4	0.011695906432748537	0.9933867194529422	1.047573282075925	1.0129745314752523	4.40088859118172e-4
Parabacteroides merdae	11042019	B9LM1844	2	178	LM1844	1	2	Omeprazole	5	FALSE	NT5071	FALSE	0.009666558053654828	0.26023391812865493	0.9933867194529422	1.047573282075925	1.0129745314752523	0.009791977115379326
Prevotella copri	11042019	B9LM1844	2	0	LM1844	1	2	Omeprazole	5	FALSE	NT5019	TRUE	0	0	0.9933867194529422	1.047573282075925	1.0129745314752523	0
Roseburia intestinalis	11042019	B9LM1844	2	153	LM1844	1	2	Omeprazole	5	FALSE	NT5011	FALSE	0.008308895405669599	0.22368421052631576	0.9933867194529422	1.047573282075925	1.0129745314752523	0.008416699430635038
Ruminococcus bromii	11042019	B9LM1844	2	0	LM1844	1	2	Omeprazole	5	FALSE	NT5045	TRUE	0	0	0.9933867194529422	1.047573282075925	1.0129745314752523	0
Ruminococcus gnavus	11042019	B9LM1844	2	24	LM1844	1	2	Omeprazole	5	FALSE	NT5046	FALSE	0.0013033561420658195	0.03508771929824561	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0013202665773545158
Ruminococcus torques	11042019	B9LM1844	2	1	LM1844	1	2	Omeprazole	5	FALSE	NT5047	TRUE	5.430650591940915e-5	0.0014619883040935672	0.9933867194529422	1.047573282075925	1.0129745314752523	5.50111073897715e-5
Streptococcus parasanguinis	11042019	B9LM1844	2	684	LM1844	1	2	Omeprazole	5	FALSE	NT5072	FALSE	0.03714565004887586	1	0.9933867194529422	1.047573282075925	1.0129745314752523	0.0376275974546037
Streptococcus salivarius	11042019	B9LM1844	2	172	LM1844	1	2	Omeprazole	5	FALSE	NT5038	FALSE	0.009340719018138374	0.25146198830409355	0.9933867194529422	1.047573282075925	1.0129745314752523	0.009461910471040698
Veillonella parvula	11042019	B9LM1844	2	1087	LM1844	1	2	Omeprazole	5	FALSE	NT5017	FALSE	0.05903117193439774	1.5891812865497075	0.9933867194529422	1.047573282075925	1.0129745314752523	0.059797073732681616
Akkermansia muciniphila	11042019	H5LM1847	2	1280	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5021	TRUE	0.15920398009950248	37.64705882352941	0.02558583075876375	0.1328125	0.1328125	0.021144278606965175
Bacteroides fragilis	11042019	H5LM1847	2	2	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5003	FALSE	2.487562189054726e-4	0.058823529411764705	0.02558583075876375	0.1328125	0.1328125	3.3037935323383085e-5
Bacteroides thetaiotaomicron	11042019	H5LM1847	2	15	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5004	FALSE	0.0018656716417910447	0.4411764705882353	0.02558583075876375	0.1328125	0.1328125	2.4778451492537314e-4
Bacteroides uniformis	11042019	H5LM1847	2	3	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5002	FALSE	3.7313432835820896e-4	0.08823529411764706	0.02558583075876375	0.1328125	0.1328125	4.955690298507463e-5
Bifidobacterium adolescentis	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5022	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Bifidobacterium longum subsp. longum	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5028	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Bilophila wadsworthia	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5036	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Blautia obeum	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5069	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Clostridium perfringens	11042019	H5LM1847	2	31	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5032	FALSE	0.003855721393034826	0.9117647058823529	0.02558583075876375	0.1328125	0.1328125	5.120879975124378e-4
Collinsella aerofaciens	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5073	FALSE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Coprococcus comes	11042019	H5LM1847	2	2	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5048	FALSE	2.487562189054726e-4	0.058823529411764705	0.02558583075876375	0.1328125	0.1328125	3.3037935323383085e-5
Dorea formicigenerans	11042019	H5LM1847	2	439	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5076	FALSE	0.05460199004975124	12.911764705882351	0.02558583075876375	0.1328125	0.1328125	0.007251826803482586
Eggerthella lenta	11042019	H5LM1847	2	1	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5024	FALSE	1.243781094527363e-4	0.029411764705882353	0.02558583075876375	0.1328125	0.1328125	1.6518967661691542e-5
Escherichia coli ED1a	11042019	H5LM1847	2	32	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5078	FALSE	0.003980099502487562	0.9411764705882353	0.02558583075876375	0.1328125	0.1328125	5.286069651741294e-4
Eubacterium rectale	11042019	H5LM1847	2	296	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5009	FALSE	0.03681592039800995	8.705882352941178	0.02558583075876375	0.1328125	0.1328125	0.004889614427860697
Fusobacterium nucleatum subsp. nucleatum	11042019	H5LM1847	2	20	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5025	FALSE	0.0024875621890547263	0.5882352941176471	0.02558583075876375	0.1328125	0.1328125	3.3037935323383086e-4
Odoribacter splanchnicus	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5081	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Parabacteroides distasonis	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5074	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Parabacteroides merdae	11042019	H5LM1847	2	7	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5071	FALSE	8.706467661691543e-4	0.2058823529411765	0.02558583075876375	0.1328125	0.1328125	1.156327736318408e-4
Prevotella copri	11042019	H5LM1847	2	2	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5019	TRUE	2.487562189054726e-4	0.058823529411764705	0.02558583075876375	0.1328125	0.1328125	3.3037935323383085e-5
Roseburia intestinalis	11042019	H5LM1847	2	1630	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5011	FALSE	0.2027363184079602	47.94117647058823	0.02558583075876375	0.1328125	0.1328125	0.026925917288557213
Ruminococcus bromii	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5045	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Ruminococcus gnavus	11042019	H5LM1847	2	8	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5046	FALSE	9.950248756218905e-4	0.23529411764705882	0.02558583075876375	0.1328125	0.1328125	1.3215174129353234e-4
Ruminococcus torques	11042019	H5LM1847	2	0	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5047	TRUE	0	0	0.02558583075876375	0.1328125	0.1328125	0
Streptococcus parasanguinis	11042019	H5LM1847	2	3	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5072	FALSE	3.7313432835820896e-4	0.08823529411764706	0.02558583075876375	0.1328125	0.1328125	4.955690298507463e-5
Streptococcus salivarius	11042019	H5LM1847	2	1	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5038	FALSE	1.243781094527363e-4	0.029411764705882353	0.02558583075876375	0.1328125	0.1328125	1.6518967661691542e-5
Veillonella parvula	11042019	H5LM1847	2	26	LM1847	1	1	Ciprofloxacin	80	FALSE	NT5017	FALSE	0.003233830845771144	0.7647058823529411	0.02558583075876375	0.1328125	0.1328125	4.2949315920398005e-4
Akkermansia muciniphila	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5021	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Bacteroides fragilis	11042019	D7LM1844	2	80	LM1844	1	2	control	0	TRUE	NT5003	FALSE	0.005552085502116733	0.14678899082568808	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.005522737621038749
Bacteroides thetaiotaomicron	11042019	D7LM1844	2	415	LM1844	1	2	control	0	TRUE	NT5004	FALSE	0.02880144354223055	0.7614678899082569	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.028649201409138507
Bacteroides uniformis	11042019	D7LM1844	2	48	LM1844	1	2	control	0	TRUE	NT5002	FALSE	0.0033312513012700396	0.08807339449541285	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.003313642572623249
Bifidobacterium adolescentis	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5022	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Bifidobacterium longum subsp. longum	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5028	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Bilophila wadsworthia	11042019	D7LM1844	2	2	LM1844	1	2	control	0	TRUE	NT5036	TRUE	1.3880213755291832e-4	0.003669724770642202	0.9923070001799532	1.0840941854877462	0.9947140797693416	1.380684405259687e-4
Blautia obeum	11042019	D7LM1844	2	8	LM1844	1	2	control	0	TRUE	NT5069	TRUE	5.552085502116733e-4	0.014678899082568808	0.9923070001799532	1.0840941854877462	0.9947140797693416	5.522737621038748e-4
Clostridium perfringens	11042019	D7LM1844	2	4214	LM1844	1	2	control	0	TRUE	NT5032	FALSE	0.2924561038239989	7.732110091743119	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.29091020418821606
Collinsella aerofaciens	11042019	D7LM1844	2	29	LM1844	1	2	control	0	TRUE	NT5073	FALSE	0.0020126309945173153	0.05321100917431192	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.002001992387626546
Coprococcus comes	11042019	D7LM1844	2	126	LM1844	1	2	control	0	TRUE	NT5048	FALSE	0.008744534665833853	0.2311926605504587	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.008698311753136028
Dorea formicigenerans	11042019	D7LM1844	2	38	LM1844	1	2	control	0	TRUE	NT5076	FALSE	0.002637240613505448	0.06972477064220184	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.0026233003699934056
Eggerthella lenta	11042019	D7LM1844	2	235	LM1844	1	2	control	0	TRUE	NT5024	FALSE	0.0163092511624679	0.4311926605504587	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.01622304176180132
Escherichia coli ED1a	11042019	D7LM1844	2	3215	LM1844	1	2	control	0	TRUE	NT5078	FALSE	0.2231244361163162	5.899082568807339	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.2219450181454947
Eubacterium rectale	11042019	D7LM1844	2	58	LM1844	1	2	control	0	TRUE	NT5009	FALSE	0.004025261989034631	0.10642201834862385	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.004003984775253092
Fusobacterium nucleatum subsp. nucleatum	11042019	D7LM1844	2	3075	LM1844	1	2	control	0	TRUE	NT5025	FALSE	0.2134082864876119	5.642201834862385	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.21228022730867688
Odoribacter splanchnicus	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5081	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Parabacteroides distasonis	11042019	D7LM1844	2	9	LM1844	1	2	control	0	TRUE	NT5074	TRUE	6.246096189881324e-4	0.016513761467889906	0.9923070001799532	1.0840941854877462	0.9947140797693416	6.213079823668592e-4
Parabacteroides merdae	11042019	D7LM1844	2	159	LM1844	1	2	control	0	TRUE	NT5071	FALSE	0.011034769935457007	0.29174311926605506	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.010976441021814514
Prevotella copri	11042019	D7LM1844	2	1	LM1844	1	2	control	0	TRUE	NT5019	TRUE	6.940106877645916e-5	0.001834862385321101	0.9923070001799532	1.0840941854877462	0.9947140797693416	6.903422026298436e-5
Roseburia intestinalis	11042019	D7LM1844	2	129	LM1844	1	2	control	0	TRUE	NT5011	FALSE	0.008952737872163231	0.236697247706422	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.008905414413924981
Ruminococcus bromii	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5045	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Ruminococcus gnavus	11042019	D7LM1844	2	45	LM1844	1	2	control	0	TRUE	NT5046	FALSE	0.003123048094940662	0.08256880733944953	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.0031065399118342957
Ruminococcus torques	11042019	D7LM1844	2	0	LM1844	1	2	control	0	TRUE	NT5047	TRUE	0	0	0.9923070001799532	1.0840941854877462	0.9947140797693416	0
Streptococcus parasanguinis	11042019	D7LM1844	2	545	LM1844	1	2	control	0	TRUE	NT5072	FALSE	0.03782358248317024	1	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.037623650043326476
Streptococcus salivarius	11042019	D7LM1844	2	164	LM1844	1	2	control	0	TRUE	NT5038	FALSE	0.011381775279339302	0.30091743119266057	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.011321612123129434
Veillonella parvula	11042019	D7LM1844	2	939	LM1844	1	2	control	0	TRUE	NT5017	FALSE	0.06516760358109515	1.7229357798165137	0.9923070001799532	1.0840941854877462	0.9947140797693416	0.06482313282694231
Akkermansia muciniphila	11042019	E12LM1844	2	0	LM1844	1	2	Niclosamide	20	FALSE	NT5021	TRUE	0	0	0.9119578909483536	1.025468524747717	1.023546371936569	0
Bacteroides fragilis	11042019	E12LM1844	2	79	LM1844	1	2	Niclosamide	20	FALSE	NT5003	FALSE	0.003175113540452554	0.11033519553072625	0.9119578909483536	1.025468524747717	1.023546371936569	0.003249875944816886
Bacteroides thetaiotaomicron	11042019	E12LM1844	2	473	LM1844	1	2	Niclosamide	20	FALSE	NT5004	FALSE	0.019010489932076685	0.6606145251396648	0.9119578909483536	1.025468524747717	1.023546371936569	0.01945811799871376
Bacteroides uniformis	11042019	E12LM1844	2	138	LM1844	1	2	Niclosamide	20	FALSE	NT5002	FALSE	0.00554640086813231	0.19273743016759776	0.9119578909483536	1.025468524747717	1.023546371936569	0.005676998485882662
Bifidobacterium adolescentis	11042019	E12LM1844	2	1	LM1844	1	2	Niclosamide	20	FALSE	NT5022	TRUE	4.019131063863993e-5	0.0013966480446927375	0.9119578909483536	1.025468524747717	1.023546371936569	4.1137670187555526e-5
Bifidobacterium longum subsp. longum	11042019	E12LM1844	2	0	LM1844	1	2	Niclosamide	20	FALSE	NT5028	TRUE	0	0	0.9119578909483536	1.025468524747717	1.023546371936569	0
Bilophila wadsworthia	11042019	E12LM1844	2	6	LM1844	1	2	Niclosamide	20	FALSE	NT5036	TRUE	2.4114786383183957e-4	0.008379888268156424	0.9119578909483536	1.025468524747717	1.023546371936569	2.4682602112533316e-4
Blautia obeum	11042019	E12LM1844	2	3	LM1844	1	2	Niclosamide	20	FALSE	NT5069	TRUE	1.2057393191591978e-4	0.004189944134078212	0.9119578909483536	1.025468524747717	1.023546371936569	1.2341301056266658e-4
Clostridium perfringens	11042019	E12LM1844	2	5232	LM1844	1	2	Niclosamide	20	FALSE	NT5032	FALSE	0.2102809372613641	7.307262569832402	0.9119578909483536	1.025468524747717	1.023546371936569	0.2152322904212905
Collinsella aerofaciens	11042019	E12LM1844	2	30	LM1844	1	2	Niclosamide	20	FALSE	NT5073	FALSE	0.0012057393191591977	0.04189944134078212	0.9119578909483536	1.025468524747717	1.023546371936569	0.0012341301056266656
Coprococcus comes	11042019	E12LM1844	2	32	LM1844	1	2	Niclosamide	20	FALSE	NT5048	FALSE	0.0012861219404364777	0.0446927374301676	0.9119578909483536	1.025468524747717	1.023546371936569	0.0013164054460017768
Dorea formicigenerans	11042019	E12LM1844	2	3	LM1844	1	2	Niclosamide	20	FALSE	NT5076	FALSE	1.2057393191591978e-4	0.004189944134078212	0.9119578909483536	1.025468524747717	1.023546371936569	1.2341301056266658e-4
Eggerthella lenta	11042019	E12LM1844	2	233	LM1844	1	2	Niclosamide	20	FALSE	NT5024	FALSE	0.009364575378803103	0.3254189944134078	0.9119578909483536	1.025468524747717	1.023546371936569	0.009585077153700437
Escherichia coli ED1a	11042019	E12LM1844	2	9796	LM1844	1	2	Niclosamide	20	FALSE	NT5078	FALSE	0.3937140790161167	13.681564245810055	0.9119578909483536	1.025468524747717	1.023546371936569	0.4029846171572939
