id	drug	concentration	community	technical_replicate	sample_type	plate_number	time_point	area_drug	IS	area_is	IS_count	y	time
SD002_Nifurtimox_20_C2_WC_tech1_t1.25_P3-A4	Nifurtimox	20	C2	tech1	WC	P3	t1.25	0	area_is_sulfamethoxazole	348492	43	0	1.25
SD002_Nifurtimox_20_C2_WC_tech2_t1.25_P3-D6	Nifurtimox	20	C2	tech2	WC	P3	t1.25	0	area_is_sulfamethoxazole	341573	43	0	1.25
MZ006A_Chlorpromazine_2000_C1_tech1_SN_P1_t1.25_POS	Chlorpromazine	20	C1	tech1	SN	P1	t1.25	56674898	none	1	NA	0.8941083948449727	1.25
MZ006A_Chlorpromazine_2000_C1_tech1_WC_P1_t1.25_POS	Chlorpromazine	20	C1	tech1	WC	P1	t1.25	57409999	none	1	NA	0.9057054157193453	1.25
MZ006A_Chlorpromazine_2000_C1_tech2_WC_P2_t1.25_POS	Chlorpromazine	20	C1	tech2	WC	P2	t1.25	51983023	none	1	NA	0.8200889440280827	1.25
MZ006A_Chlorpromazine_2000_C2_tech1_SN_P2_t1.25_POS	Chlorpromazine	20	C2	tech1	SN	P2	t1.25	56718488	none	1	NA	1.0238246945897085	1.25
MZ006A_Chlorpromazine_2000_C2_tech2_SN_P2_t1.25_POS	Chlorpromazine	20	C2	tech2	SN	P2	t1.25	48259413	none	1	NA	0.8711300409807047	1.25
MZ006A_Chlorpromazine_2000_C2_tech1_WC_P3_t1.25_POS	Chlorpromazine	20	C2	tech1	WC	P3	t1.25	53846917	none	1	NA	0.97199000354386	1.25
MZ006A_Chlorpromazine_2000_C2_tech2_WC_P3_t1.25_POS	Chlorpromazine	20	C2	tech2	WC	P3	t1.25	49694370	none	1	NA	0.8970324312608258	1.25
MZ006A_Ebselen_2000_C1_tech1_SN_P1_t1.25_POS	Ebselen	20	C1	tech1	SN	P1	t1.25	204803	none	1	NA	0.2906012861188837	1.25
MZ006A_Ebselen_2000_C1_tech2_SN_P1_t1.25_POS	Ebselen	20	C1	tech2	SN	P1	t1.25	238020	none	1	NA	0.3377339107435765	1.25
MZ006A_Ebselen_2000_C1_tech1_WC_P1_t1.25_POS	Ebselen	20	C1	tech1	WC	P1	t1.25	352487	none	1	NA	0.5001546634579911	1.25
MZ006A_Ebselen_2000_C1_tech2_WC_P2_t1.25_POS	Ebselen	20	C1	tech2	WC	P2	t1.25	438008	none	1	NA	0.6215030450255123	1.25
MZ006A_Ebselen_2000_C2_tech1_SN_P2_t1.25_POS	Ebselen	20	C2	tech1	SN	P2	t1.25	254628	none	1	NA	0.343799197980098	1.25
MZ006A_Ebselen_2000_C2_tech2_SN_P3_t1.25_POS	Ebselen	20	C2	tech2	SN	P3	t1.25	272328	none	1	NA	0.3676977708167371	1.25
MZ006A_Ebselen_2000_C2_tech1_WC_P3_t1.25_POS	Ebselen	20	C2	tech1	WC	P3	t1.25	402268	none	1	NA	0.5431429998784818	1.25
MZ006A_Ebselen_2000_C2_tech2_WC_P3_t1.25_POS	Ebselen	20	C2	tech2	WC	P3	t1.25	495500	none	1	NA	0.6690250192403764	1.25
MZ006A_Azithromycin_0250_C1_tech1_SN_P1_t1.25_POS	Azithromycin	2.5	C1	tech1	SN	P1	t1.25	2019100	none	1	NA	0.9004406767642735	1.25
MZ006A_Azithromycin_0250_C1_tech2_SN_P1_t1.25_POS	Azithromycin	2.5	C1	tech2	SN	P1	t1.25	2093857	none	1	NA	0.933779413663321	1.25
MZ006A_Azithromycin_0250_C1_tech1_WC_P1_t1.25_POS	Azithromycin	2.5	C1	tech1	WC	P1	t1.25	2116822	none	1	NA	0.9440209173738314	1.25
MZ006A_Azithromycin_0250_C1_tech2_WC_P1_t1.25_POS	Azithromycin	2.5	C1	tech2	WC	P1	t1.25	2133031	none	1	NA	0.9512495058190159	1.25
MZ006A_Azithromycin_0250_C2_tech1_SN_P1_t1.25_POS	Azithromycin	2.5	C2	tech1	SN	P1	t1.25	3338117	none	1	NA	1.1629098412411973	1.25
MZ006A_Azithromycin_0250_C2_tech2_SN_P1_t1.25_POS	Azithromycin	2.5	C2	tech2	SN	P1	t1.25	2483588	none	1	NA	0.8652150079786127	1.25
MZ006A_Azithromycin_0250_C2_tech1_WC_P1_t1.25_POS	Azithromycin	2.5	C2	tech1	WC	P1	t1.25	3257385	none	1	NA	1.1347849920213873	1.25
MZ006A_Azithromycin_0250_C2_tech2_WC_P1_t1.25_POS	Azithromycin	2.5	C2	tech2	WC	P1	t1.25	2433866	none	1	NA	0.8478932055594061	1.25
MZ006A_Chlorpromazine_0500_C1_tech1_SN_P1_t1.25_POS	Chlorpromazine	5	C1	tech1	SN	P1	t1.25	31181644	none	1	NA	0.9258061325810967	1.25
MZ006A_Chlorpromazine_0500_C1_tech2_SN_P1_t1.25_POS	Chlorpromazine	5	C1	tech2	SN	P1	t1.25	28410208	none	1	NA	0.8435201426295718	1.25
MZ006A_Chlorpromazine_0500_C1_tech1_WC_P1_t1.25_POS	Chlorpromazine	5	C1	tech1	WC	P1	t1.25	32104357	none	1	NA	0.9532021657733267	1.25
MZ006A_Chlorpromazine_0500_C1_tech2_WC_P1_t1.25_POS	Chlorpromazine	5	C1	tech2	WC	P1	t1.25	29248719	none	1	NA	0.8684161560032319	1.25
MZ006A_Chlorpromazine_0500_C2_tech1_SN_P1_t1.25_POS	Chlorpromazine	5	C2	tech1	SN	P1	t1.25	27559073	none	1	NA	0.8406853219062175	1.25
MZ006A_Chlorpromazine_0500_C2_tech2_SN_P1_t1.25_POS	Chlorpromazine	5	C2	tech2	SN	P1	t1.25	25501876	none	1	NA	0.7779308409347601	1.25
MZ006A_Chlorpromazine_0500_C2_tech1_WC_P1_t1.25_POS	Chlorpromazine	5	C2	tech1	WC	P1	t1.25	30135724	none	1	NA	0.9192856679837135	1.25
MZ006A_Chlorpromazine_0500_C2_tech2_WC_P1_t1.25_POS	Chlorpromazine	5	C2	tech2	WC	P1	t1.25	29772010	none	1	NA	0.9081906278431471	1.25
MZ006A_Doxycycline_0250_C1_tech1_SN_P1_t1.25_POS	Doxycycline	2.5	C1	tech1	SN	P1	t1.25	711208	none	1	NA	0.9890011020452152	1.25
MZ006A_Doxycycline_0250_C1_tech2_SN_P1_t1.25_POS	Doxycycline	2.5	C1	tech2	SN	P1	t1.25	609557	none	1	NA	0.8476458993140898	1.25
MZ006A_Doxycycline_0250_C1_tech1_WC_P1_t1.25_POS	Doxycycline	2.5	C1	tech1	WC	P1	t1.25	706528	none	1	NA	0.9824931252542178	1.25
MZ006A_Doxycycline_0250_C1_tech2_WC_P1_t1.25_POS	Doxycycline	2.5	C1	tech2	WC	P1	t1.25	607808	none	1	NA	0.8452137515774543	1.25
MZ006A_Doxycycline_0250_C2_tech1_SN_P1_t1.25_POS	Doxycycline	2.5	C2	tech1	SN	P1	t1.25	624849	none	1	NA	0.8978270209222696	1.25
MZ006A_Doxycycline_0250_C2_tech2_SN_P1_t1.25_POS	Doxycycline	2.5	C2	tech2	SN	P1	t1.25	587610	none	1	NA	0.8443194047908132	1.25
MZ006A_Doxycycline_0250_C2_tech1_WC_P1_t1.25_POS	Doxycycline	2.5	C2	tech1	WC	P1	t1.25	656037	none	1	NA	0.942640134376118	1.25
MZ006A_Doxycycline_0250_C2_tech2_WC_P1_t1.25_POS	Doxycycline	2.5	C2	tech2	WC	P1	t1.25	555701	none	1	NA	0.7984703077920043	1.25
MZ006A_Olanzapine_0500_C1_tech1_SN_P1_t1.25_POS	Olanzapine	5	C1	tech1	SN	P1	t1.25	4804685	none	1	NA	0.9567957011666405	1.25
MZ006A_Olanzapine_0500_C1_tech2_SN_P1_t1.25_POS	Olanzapine	5	C1	tech2	SN	P1	t1.25	4244760	none	1	NA	0.8452933169363046	1.25
MZ006A_Olanzapine_0500_C1_tech1_WC_P1_t1.25_POS	Olanzapine	5	C1	tech1	WC	P1	t1.25	5153648	none	1	NA	1.0262875197283596	1.25
MZ006A_Olanzapine_0500_C1_tech2_WC_P1_t1.25_POS	Olanzapine	5	C1	tech2	WC	P1	t1.25	4490166	none	1	NA	0.8941629943117205	1.25
MZ006A_Olanzapine_0500_C2_tech1_SN_P1_t1.25_POS	Olanzapine	5	C2	tech1	SN	P1	t1.25	5175240	none	1	NA	0.9291863559755223	1.25
MZ006A_Olanzapine_0500_C2_tech2_SN_P1_t1.25_POS	Olanzapine	5	C2	tech2	SN	P1	t1.25	4779458	none	1	NA	0.8581258381366	1.25
MZ006A_Olanzapine_0500_C2_tech1_WC_P1_t1.25_POS	Olanzapine	5	C2	tech1	WC	P1	t1.25	6036675	none	1	NA	1.083852351863592	1.25
MZ006A_Olanzapine_0500_C2_tech2_WC_P1_t1.25_POS	Olanzapine	5	C2	tech2	WC	P1	t1.25	5172658	none	1	NA	0.9287227718381434	1.25
MZ006A_Sertindole_8000_C1_tech1_SN_P2_t2.5_POS.d	Sertindole	80	C1	tech1	SN	P2	t2.5	3127087	area_is_warfarin	1526119	43	0.9204126087045887	2.5
MZ006A_Sertindole_8000_C1_tech2_SN_P2_t2.5_POS.d	Sertindole	80	C1	tech2	SN	P2	t2.5	3398459	area_is_warfarin	1539626	43	0.9915115850050691	2.5
MZ006A_Sertindole_8000_C1_tech1_WC_P2_t2.5_POS.d	Sertindole	80	C1	tech1	WC	P2	t2.5	2633846	area_is_warfarin	1490373	43	0.7938279734241126	2.5
MZ006A_Sertindole_8000_C1_tech2_WC_P2_t2.5_POS.d	Sertindole	80	C1	tech2	WC	P2	t2.5	3550391	area_is_warfarin	1545272	43	1.0320535766460535	2.5
MZ006A_Sertindole_8000_C2_tech1_SN_P2_t2.5_POS.d	Sertindole	80	C2	tech1	SN	P2	t2.5	2273015	area_is_warfarin	1469786	43	0.8808750051560272	2.5
MZ006A_Sertindole_8000_C2_tech2_SN_P3_t2.5_POS.d	Sertindole	80	C2	tech2	SN	P3	t2.5	2658085	area_is_warfarin	1637389	43	0.924662165344845	2.5
MZ006A_Sertindole_8000_C2_tech1_WC_P3_t2.5_POS.d	Sertindole	80	C2	tech1	WC	P3	t2.5	2802028	area_is_warfarin	1673991	43	0.9534226031445251	2.5
MZ006A_Sertindole_8000_C2_tech2_WC_P3_t2.5_POS.d	Sertindole	80	C2	tech2	WC	P3	t2.5	1919346	area_is_warfarin	1691140	43	0.6464572370363718	2.5
MZ006A_Amlodipine_8000_C1_tech1_SN_P2_t2.5_POS.d	Amlodipine	80	C1	tech1	SN	P2	t2.5	1525214	area_is_caffeine	154696	44	1.159463618146428	2.5
MZ006A_Amlodipine_8000_C1_tech2_SN_P2_t2.5_POS.d	Amlodipine	80	C1	tech2	SN	P2	t2.5	1154205	area_is_caffeine	157842	44	0.8599353519524744	2.5
MZ006A_Amlodipine_8000_C1_tech1_WC_P2_t2.5_POS.d	Amlodipine	80	C1	tech1	WC	P2	t2.5	1445514	area_is_caffeine	194716	44	0.8730238129568715	2.5
MZ006A_Amlodipine_8000_C1_tech2_WC_P2_t2.5_POS.d	Amlodipine	80	C1	tech2	WC	P2	t2.5	1359177	area_is_caffeine	159199	44	1.0040170972168405	2.5
MZ006A_Amlodipine_8000_C2_tech1_SN_P2_t2.5_POS.d	Amlodipine	80	C2	tech1	SN	P2	t2.5	1188370	area_is_caffeine	164107	44	0.8210007715661892	2.5
MZ006A_Amlodipine_8000_C2_tech2_SN_P2_t2.5_POS.d	Amlodipine	80	C2	tech2	SN	P2	t2.5	1360015	area_is_caffeine	165891	44	0.929479605916859	2.5
MZ006A_Amlodipine_8000_C2_tech1_WC_P3_t2.5_POS.d	Amlodipine	80	C2	tech1	WC	P3	t2.5	1783626	area_is_caffeine	154414	44	1.309592300744423	2.5
MZ006A_Amlodipine_8000_C2_tech2_WC_P3_t2.5_POS.d	Amlodipine	80	C2	tech2	WC	P3	t2.5	1438120	area_is_caffeine	163875	44	0.9949503595845781	2.5
MZ006A_Entacapone_8000_C1_tech1_SN_P2_t2.5_POS.d	Entacapone	80	C1	tech1	SN	P2	t2.5	727982	area_is_caffeine	159080	44	0.7330498747502066	2.5
MZ006A_Entacapone_8000_C1_tech2_SN_P2_t2.5_POS.d	Entacapone	80	C1	tech2	SN	P2	t2.5	685265	area_is_caffeine	156795	44	0.7000915025002323	2.5
MZ006A_Entacapone_8000_C1_tech1_WC_P2_t2.5_POS.d	Entacapone	80	C1	tech1	WC	P2	t2.5	593130	area_is_caffeine	177790	44	0.5344056314034089	2.5
MZ006A_Entacapone_8000_C1_tech2_WC_P2_t2.5_POS.d	Entacapone	80	C1	tech2	WC	P2	t2.5	629567	area_is_caffeine	154641	44	0.6521474060243403	2.5
MZ006A_Entacapone_8000_C2_tech1_SN_P2_t2.5_POS.d	Entacapone	80	C2	tech1	SN	P2	t2.5	622810	area_is_caffeine	152112	44	0.79762265187478	2.5
MZ006A_Entacapone_8000_C2_tech2_SN_P2_t2.5_POS.d	Entacapone	80	C2	tech2	SN	P2	t2.5	591866	area_is_caffeine	167390	44	0.6888097116236122	2.5
MZ006A_Entacapone_8000_C2_tech1_WC_P3_t2.5_POS.d	Entacapone	80	C2	tech1	WC	P3	t2.5	691791	area_is_caffeine	153169	44	0.8798515617998502	2.5
MZ006A_Entacapone_8000_C2_tech2_WC_P3_t2.5_POS.d	Entacapone	80	C2	tech2	WC	P3	t2.5	628194	area_is_caffeine	167858	44	0.7290496710965493	2.5
MZ006A_Felodipine_8000_C1_tech1_SN_P2_t2.5_POS.d	Felodipine	80	C1	tech1	SN	P2	t2.5	82927	area_is_caffeine	165840	43	1.0019319679485605	2.5
MZ006A_Felodipine_8000_C1_tech2_SN_P2_t2.5_POS.d	Felodipine	80	C1	tech2	SN	P2	t2.5	39021	area_is_caffeine	173065	43	0.45177346237619254	2.5
MZ006A_Felodipine_8000_C1_tech1_WC_P2_t2.5_POS.d	Felodipine	80	C1	tech1	WC	P2	t2.5	71422	area_is_caffeine	152522	43	0.938277029184524	2.5
MZ006A_Felodipine_8000_C1_tech2_WC_P2_t2.5_POS.d	Felodipine	80	C1	tech2	WC	P2	t2.5	89927	area_is_caffeine	158936	43	1.1337032583585185	2.5
MZ006A_Felodipine_8000_C2_tech1_SN_P2_t2.5_POS.d	Felodipine	80	C2	tech1	SN	P2	t2.5	92825	area_is_caffeine	155210	43	0.9110889862592292	2.5
MZ006A_Felodipine_8000_C2_tech2_SN_P2_t2.5_POS.d	Felodipine	80	C2	tech2	SN	P2	t2.5	67679	area_is_caffeine	149097	43	0.691513345161549	2.5
MZ006A_Felodipine_8000_C2_tech1_WC_P3_t2.5_POS.d	Felodipine	80	C2	tech1	WC	P3	t2.5	89769	area_is_caffeine	162638	43	0.8408526552903397	2.5
MZ006A_Felodipine_8000_C2_tech2_WC_P3_t2.5_POS.d	Felodipine	80	C2	tech2	WC	P3	t2.5	80458	area_is_caffeine	162654	43	0.753563791463982	2.5
MZ006A_Ketoconazole_8000_C1_tech1_SN_P2_t2.5_POS.d	Ketoconazole	80	C1	tech1	SN	P2	t2.5	1754879	area_is_caffeine	153884	44	1.1353005061121746	2.5
MZ006A_Ketoconazole_8000_C1_tech2_SN_P2_t2.5_POS.d	Ketoconazole	80	C1	tech2	SN	P2	t2.5	1482507	area_is_caffeine	158162	44	0.9331505700805013	2.5
MZ006A_Ketoconazole_8000_C1_tech1_WC_P2_t2.5_POS.d	Ketoconazole	80	C1	tech1	WC	P2	t2.5	1496557	area_is_caffeine	149707	44	0.9951952082000123	2.5
MZ006A_Ketoconazole_8000_C1_tech2_WC_P2_t2.5_POS.d	Ketoconazole	80	C1	tech2	WC	P2	t2.5	1900590	area_is_caffeine	165554	44	1.142893815690191	2.5
MZ006A_Ketoconazole_8000_C2_tech1_SN_P2_t2.5_POS.d	Ketoconazole	80	C2	tech1	SN	P2	t2.5	1752300	area_is_caffeine	143750	44	0.9782959436293838	2.5
MZ006A_Ketoconazole_8000_C2_tech2_SN_P2_t2.5_POS.d	Ketoconazole	80	C2	tech2	SN	P2	t2.5	1518662	area_is_caffeine	155665	44	0.7829603967039506	2.5
MZ006A_Ketoconazole_8000_C2_tech1_WC_P3_t2.5_POS.d	Ketoconazole	80	C2	tech1	WC	P3	t2.5	2411391	area_is_caffeine	176577	44	1.0959813068990796	2.5
MZ006A_Ketoconazole_8000_C2_tech2_WC_P3_t2.5_POS.d	Ketoconazole	80	C2	tech2	WC	P3	t2.5	2598895	area_is_caffeine	163012	44	1.2794956182501034	2.5
MZ006A_Lansoprazole_8000_C1_tech1_SN_P2_t2.5_POS.d	Lansoprazole	80	C1	tech1	SN	P2	t2.5	3027772	area_is_caffeine	135752	44	0.834727476157012	2.5
MZ006A_Lansoprazole_8000_C1_tech2_SN_P2_t2.5_POS.d	Lansoprazole	80	C1	tech2	SN	P2	t2.5	2732543	area_is_caffeine	155373	44	0.6582020503956877	2.5
MZ006A_Lansoprazole_8000_C1_tech1_WC_P2_t2.5_POS.d	Lansoprazole	80	C1	tech1	WC	P2	t2.5	3239262	area_is_caffeine	148109	44	0.8185258584338128	2.5
MZ006A_Lansoprazole_8000_C1_tech2_WC_P2_t2.5_POS.d	Lansoprazole	80	C1	tech2	WC	P2	t2.5	2289107	area_is_caffeine	157149	44	0.5451578235190068	2.5
MZ006A_Lansoprazole_8000_C2_tech1_SN_P2_t2.5_POS.d	Lansoprazole	80	C2	tech1	SN	P2	t2.5	3276732	area_is_caffeine	160319	44	0.7260354022585596	2.5
MZ006A_Lansoprazole_8000_C2_tech2_SN_P2_t2.5_POS.d	Lansoprazole	80	C2	tech2	SN	P2	t2.5	2913612	area_is_caffeine	148590	44	0.6965367018404819	2.5
MZ006A_Lansoprazole_8000_C2_tech1_WC_P3_t2.5_POS.d	Lansoprazole	80	C2	tech1	WC	P3	t2.5	3882482	area_is_caffeine	160362	44	0.8600225874524602	2.5
MZ006A_Lansoprazole_8000_C2_tech2_WC_P3_t2.5_POS.d	Lansoprazole	80	C2	tech2	WC	P3	t2.5	3200175	area_is_caffeine	151672	44	0.7494974943829471	2.5
MZ006A_Loratadine_8000_C1_tech1_SN_P2_t2.5_POS.d	Loratadine	80	C1	tech1	SN	P2	t2.5	2053296	area_is_warfarin	1528567	44	0.8183640760379401	2.5
MZ006A_Loratadine_8000_C1_tech2_SN_P2_t2.5_POS.d	Loratadine	80	C1	tech2	SN	P2	t2.5	1535201	area_is_warfarin	1391075	44	0.6723480877873845	2.5
MZ006A_Loratadine_8000_C1_tech1_WC_P2_t2.5_POS.d	Loratadine	80	C1	tech1	WC	P2	t2.5	2223170	area_is_warfarin	1445890	44	0.9367353168690868	2.5
MZ006A_Loratadine_8000_C1_tech2_WC_P2_t2.5_POS.d	Loratadine	80	C1	tech2	WC	P2	t2.5	2143336	area_is_warfarin	1561062	44	0.8364684821777819	2.5
MZ006A_Loratadine_8000_C2_tech1_SN_P2_t2.5_POS.d	Loratadine	80	C2	tech1	SN	P2	t2.5	1973340	area_is_warfarin	1505959	44	0.7269066300571573	2.5
MZ006A_Loratadine_8000_C2_tech2_SN_P3_t2.5_POS.d	Loratadine	80	C2	tech2	SN	P3	t2.5	2795442	area_is_warfarin	1432296	44	1.0826985769614863	2.5
MZ006A_Loratadine_8000_C2_tech1_WC_P3_t2.5_POS.d	Loratadine	80	C2	tech1	WC	P3	t2.5	3082000	area_is_warfarin	1700805	44	1.0052358523612592	2.5
MZ006A_Loratadine_8000_C2_tech2_WC_P3_t2.5_POS.d	Loratadine	80	C2	tech2	WC	P3	t2.5	2234928	area_is_warfarin	1479835	44	0.8377995078908977	2.5
MZ006A_Loxapine_8000_C1_tech1_SN_P2_t2.5_POS.d	Loxapine	80	C1	tech1	SN	P2	t2.5	4138300	area_is_caffeine	149424	44	1.280920334844768	2.5
MZ006A_Loxapine_8000_C1_tech2_SN_P2_t2.5_POS.d	Loxapine	80	C1	tech2	SN	P2	t2.5	3456346	area_is_caffeine	156800	44	1.0195103997348536	2.5
MZ006A_Loxapine_8000_C1_tech1_WC_P2_t2.5_POS.d	Loxapine	80	C1	tech1	WC	P2	t2.5	3953994	area_is_caffeine	157557	44	1.160696861927046	2.5
MZ006A_Loxapine_8000_C1_tech2_WC_P2_t2.5_POS.d	Loxapine	80	C1	tech2	WC	P2	t2.5	3193306	area_is_caffeine	150830	44	0.979204302875915	2.5
MZ006A_Loxapine_8000_C2_tech1_SN_P2_t2.5_POS.d	Loxapine	80	C2	tech1	SN	P2	t2.5	4650242	area_is_caffeine	146409	44	1.107033533128894	2.5
MZ006A_Loxapine_8000_C2_tech2_SN_P3_t2.5_POS.d	Loxapine	80	C2	tech2	SN	P3	t2.5	4403719	area_is_caffeine	168461	44	0.9111150509627688	2.5
MZ006A_Loxapine_8000_C2_tech1_WC_P3_t2.5_POS.d	Loxapine	80	C2	tech1	WC	P3	t2.5	5256433	area_is_caffeine	160926	44	1.1384603584254749	2.5
MZ006A_Loxapine_8000_C2_tech2_WC_P3_t2.5_POS.d	Loxapine	80	C2	tech2	WC	P3	t2.5	4268706	area_is_caffeine	151147	44	0.9843503707978446	2.5
MZ006A_Omeprazole_8000_C1_tech1_SN_P2_t2.5_POS.d	Omeprazole	80	C1	tech1	SN	P2	t2.5	3310455	area_is_warfarin	1463277	43	0.8676597303449418	2.5
MZ006A_Omeprazole_8000_C1_tech2_SN_P2_t2.5_POS.d	Omeprazole	80	C1	tech2	SN	P2	t2.5	2713636	area_is_warfarin	1385326	43	0.7512559177486362	2.5
MZ006A_Omeprazole_8000_C1_tech1_WC_P2_t2.5_POS.d	Omeprazole	80	C1	tech1	WC	P2	t2.5	3114452	area_is_warfarin	1386759	43	0.8613287584908902	2.5
MZ006A_Omeprazole_8000_C1_tech2_WC_P2_t2.5_POS.d	Omeprazole	80	C1	tech2	WC	P2	t2.5	2370969	area_is_warfarin	1353490	43	0.67182958293641315	2.5
MZ006A_Omeprazole_8000_C2_tech1_SN_P2_t2.5_POS.d	Omeprazole	80	C2	tech1	SN	P2	t2.5	2406676	area_is_warfarin	1355322	43	0.7287032759305571	2.5
MZ006A_Omeprazole_8000_C2_tech2_SN_P3_t2.5_POS.d	Omeprazole	80	C2	tech2	SN	P3	t2.5	2769328	area_is_warfarin	1638506	43	0.6935885954829659	2.5
MZ006A_Omeprazole_8000_C2_tech1_WC_P3_t2.5_POS.d	Omeprazole	80	C2	tech1	WC	P3	t2.5	3061243	area_is_warfarin	1701536	43	0.7382989415820707	2.5
MZ006A_Omeprazole_8000_C2_tech2_WC_P3_t2.5_POS.d	Omeprazole	80	C2	tech2	WC	P3	t2.5	2470921	area_is_warfarin	1424721	43	0.7117125392891781	2.5
MZ006A_Aprepitant_2000_C1_tech1_SN_P3_t2.5_POS	Aprepitant	30	C1	tech1	SN	P3	t2.5	5514196	area_is_2-amino-cpb	595574	88	0.3698163765131737	2.5
MZ006A_Aprepitant_3000_C1_tech2_SN_P3_t2.5_POS	Aprepitant	30	C1	tech2	SN	P3	t2.5	11279254	area_is_2-amino-cpb	587787	88	0.7664786645755157	2.5
MZ006A_Aprepitant_3000_C1_tech1_WC_P3_t2.5_POS	Aprepitant	30	C1	tech1	WC	P3	t2.5	12303446	area_is_2-amino-cpb	563405	88	0.872259565917448	2.5
MZ006A_Aprepitant_3000_C2_tech1_SN_P4_t2.5_POS	Aprepitant	30	C2	tech1	SN	P4	t2.5	12420184	area_is_2-amino-cpb	571766	88	0.7283028662785955	2.5
MZ006A_Aprepitant_3000_C2_tech2_SN_P4_t2.5_POS	Aprepitant	30	C2	tech2	SN	P4	t2.5	9501735	area_is_2-amino-cpb	575476	88	0.553576969131115	2.5
MZ006A_Aprepitant_3000_C2_tech1_WC_P4_t2.5_POS	Aprepitant	30	C2	tech1	WC	P4	t2.5	13617654	area_is_2-amino-cpb	595084	88	0.7672313453007271	2.5
MZ006A_Aprepitant_3000_C2_tech2_WC_P5_t2.5_POS	Aprepitant	30	C2	tech2	WC	P5	t2.5	10324880	area_is_2-amino-cpb	619342	88	0.5589291968203622	2.5
MZ006A_Aripiprazole_2000_C1_tech1_SN_P3_t2.5_POS	Aripiprazole	20	C1	tech1	SN	P3	t2.5	3588045	area_is_sulfamethoxazole	751970	43	0.43315040842398433	2.5
MZ006A_Aripiprazole_2000_C1_tech2_SN_P3_t2.5_POS	Aripiprazole	20	C1	tech2	SN	P3	t2.5	4314410	area_is_sulfamethoxazole	682162	43	0.5741366254504043	2.5
MZ006A_Aripiprazole_2000_C1_tech1_WC_P3_t2.5_POS	Aripiprazole	20	C1	tech1	WC	P3	t2.5	6082402	area_is_sulfamethoxazole	644929	43	0.8561395815413815	2.5
MZ006A_Aripiprazole_2000_C2_tech1_SN_P4_t2.5_POS	Aripiprazole	20	C2	tech1	SN	P4	t2.5	4506700	area_is_sulfamethoxazole	673308	43	0.7187687537376856	2.5
MZ006A_Aripiprazole_2000_C2_tech2_SN_P4_t2.5_POS	Aripiprazole	20	C2	tech2	SN	P4	t2.5	2951282	area_is_sulfamethoxazole	668943	43	0.4737682036896869	2.5
MZ006A_Aripiprazole_2000_C2_tech1_WC_P4_t2.5_POS	Aripiprazole	20	C2	tech1	WC	P4	t2.5	6554974	area_is_sulfamethoxazole	685617	43	1.0266767111202777	2.5
MZ006A_Aripiprazole_2000_C2_tech2_WC_P5_t2.5_POS	Aripiprazole	20	C2	tech2	WC	P5	t2.5	2860789	area_is_sulfamethoxazole	648218	43	0.4739243852583821	2.5
MZ006A_Clomiphene_2000_C1_tech2_SN_P3_t2.5_POS	Clomiphene	20	C1	tech2	SN	P3	t2.5	4082146	area_is_caffeine	225803	42	0.43168909297200747	2.5
MZ006A_Clomiphene_2000_C2_tech1_SN_P4_t2.5_POS	Clomiphene	20	C2	tech1	SN	P4	t2.5	7146399	area_is_caffeine	225270	42	0.6533043139828774	2.5
MZ006A_Clomiphene_2000_C2_tech2_SN_P4_t2.5_POS	Clomiphene	20	C2	tech2	SN	P4	t2.5	4519260	area_is_caffeine	227794	42	0.4085607779058978	2.5
MZ006A_Clomiphene_2000_C2_tech1_WC_P4_t2.5_POS	Clomiphene	20	C2	tech1	WC	P4	t2.5	6107945	area_is_caffeine	236931	42	0.5308903791909236	2.5
MZ006A_Clomiphene_2000_C2_tech2_WC_P5_t2.5_POS	Clomiphene	20	C2	tech2	WC	P5	t2.5	1080886	area_is_caffeine	225295	42	0.09880068669941436	2.5
MZ006A_Ciprofloxacin_2000_C1_tech1_SN_P3_t2.5_POS	Ciprofloxacin	20	C1	tech1	SN	P3	t2.5	3468862	area_is_caffeine	241068	43	0.8179749168771202	2.5
MZ006A_Ciprofloxacin_2000_C1_tech1_WC_P4_t2.5_POS	Ciprofloxacin	20	C1	tech1	WC	P4	t2.5	3578745	area_is_caffeine	215726	43	0.943019757001357	2.5
MZ006A_Ciprofloxacin_2000_C1_tech2_SN_P3_t2.5_POS	Ciprofloxacin	20	C1	tech2	SN	P3	t2.5	3413151	area_is_caffeine	206269	43	0.9406196936511901	2.5
MZ006A_Ciprofloxacin_2000_C2_tech1_SN_P4_t2.5_POS	Ciprofloxacin	20	C2	tech1	SN	P4	t2.5	3736624	area_is_caffeine	220005	43	1.0127854348809417	2.5
MZ006A_Ciprofloxacin_2000_C2_tech1_WC_P4_t2.5_POS	Ciprofloxacin	20	C2	tech1	WC	P4	t2.5	3728711	area_is_caffeine	224438	43	0.9906789452785743	2.5
MZ006A_Ciprofloxacin_2000_C2_tech2_SN_P4_t2.5_POS	Ciprofloxacin	20	C2	tech2	SN	P4	t2.5	3586841	area_is_caffeine	227073	43	0.9419269584623093	2.5
MZ006A_Ciprofloxacin_2000_C2_tech2_WC_P5_t2.5_POS	Ciprofloxacin	20	C2	tech2	WC	P5	t2.5	3713789	area_is_caffeine	199901	43	1.1078293275070268	2.5
