flavor	species	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
absolute	Roseburia intestinalis	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	49	0.24489795918367346	6
absolute	Roseburia intestinalis	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	37	49	0.7551020408163265	6
absolute	Roseburia intestinalis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	36	37	0.972972972972973	6
absolute	Roseburia intestinalis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	37	0.02702702702702703	6
absolute	Roseburia intestinalis	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	49	0.30612244897959184	6
absolute	Roseburia intestinalis	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	34	49	0.6938775510204082	6
absolute	Roseburia intestinalis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	37	1	6
absolute	Roseburia intestinalis	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	48	0.3333333333333333	6
absolute	Roseburia intestinalis	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	48	0.6666666666666666	6
absolute	Ruminococcus gnavus	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	49	0.7551020408163265	6
absolute	Ruminococcus gnavus	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	12	49	0.24489795918367346	6
absolute	Ruminococcus gnavus	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	23	37	0.6216216216216216	6
absolute	Ruminococcus gnavus	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	37	0.3783783783783784	6
absolute	Ruminococcus gnavus	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	43	49	0.8775510204081632	6
absolute	Ruminococcus gnavus	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	49	0.12244897959183673	6
absolute	Ruminococcus gnavus	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	35	0.6285714285714286	6
absolute	Ruminococcus gnavus	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	13	35	0.37142857142857144	6
absolute	Ruminococcus gnavus	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	49	0.7959183673469388	6
absolute	Ruminococcus gnavus	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	10	49	0.20408163265306123	6
absolute	Ruminococcus gnavus	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	38	0.5	6
absolute	Ruminococcus gnavus	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	38	0.5	6
absolute	Ruminococcus gnavus	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	49	0.8163265306122449	6
absolute	Ruminococcus gnavus	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	49	0.1836734693877551	6
absolute	Ruminococcus gnavus	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	38	0.4473684210526316	6
absolute	Ruminococcus gnavus	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	21	38	0.5526315789473685	6
absolute	Ruminococcus gnavus	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	41	48	0.8541666666666666	6
absolute	Ruminococcus gnavus	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	48	0.14583333333333334	6
absolute	Ruminococcus gnavus	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	38	0.4473684210526316	6
absolute	Ruminococcus gnavus	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	21	38	0.5526315789473685	6
absolute	Ruminococcus gnavus	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	47	0.8085106382978723	6
absolute	Ruminococcus gnavus	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	47	0.19148936170212766	6
absolute	Ruminococcus gnavus	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	38	0.5	6
absolute	Ruminococcus gnavus	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	38	0.5	6
absolute	Streptococcus parasanguinis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	51	54	0.9444444444444444	6
absolute	Streptococcus parasanguinis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	54	0.05555555555555555	6
absolute	Streptococcus parasanguinis	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	32	0.75	6
absolute	Streptococcus parasanguinis	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	32	0.25	6
absolute	Streptococcus parasanguinis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	50	54	0.9259259259259259	6
absolute	Streptococcus parasanguinis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	54	0.07407407407407407	6
absolute	Streptococcus parasanguinis	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	23	30	0.7666666666666667	6
absolute	Streptococcus parasanguinis	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	30	0.23333333333333334	6
absolute	Streptococcus parasanguinis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	48	54	0.8888888888888888	6
absolute	Streptococcus parasanguinis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	54	0.1111111111111111	6
absolute	Streptococcus parasanguinis	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	33	0.8181818181818182	6
absolute	Streptococcus parasanguinis	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	33	0.18181818181818182	6
absolute	Streptococcus parasanguinis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	48	54	0.8888888888888888	6
absolute	Streptococcus parasanguinis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	54	0.1111111111111111	6
absolute	Streptococcus parasanguinis	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	33	0.7878787878787878	6
absolute	Streptococcus parasanguinis	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	33	0.21212121212121213	6
absolute	Streptococcus parasanguinis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	53	0.8867924528301887	6
absolute	Streptococcus parasanguinis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	53	0.11320754716981132	6
absolute	Streptococcus parasanguinis	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	33	0.7878787878787878	6
absolute	Streptococcus parasanguinis	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	33	0.21212121212121213	6
absolute	Streptococcus parasanguinis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	53	0.8679245283018868	6
absolute	Streptococcus parasanguinis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	53	0.1320754716981132	6
absolute	Streptococcus parasanguinis	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	25	32	0.78125	6
absolute	Streptococcus parasanguinis	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	32	0.21875	6
absolute	Streptococcus salivarius	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	53	0.9245283018867925	6
absolute	Streptococcus salivarius	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	53	0.07547169811320754	6
absolute	Streptococcus salivarius	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	28	33	0.8484848484848485	6
absolute	Streptococcus salivarius	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	33	0.15151515151515152	6
absolute	Streptococcus salivarius	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	48	53	0.9056603773584906	6
absolute	Streptococcus salivarius	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	5	53	0.09433962264150944	6
absolute	Streptococcus salivarius	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	28	31	0.9032258064516129	6
absolute	Streptococcus salivarius	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	31	0.0967741935483871	6
absolute	Streptococcus salivarius	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	53	0.8490566037735849	6
absolute	Streptococcus salivarius	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	53	0.1509433962264151	6
absolute	Streptococcus salivarius	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	34	0.7941176470588235	6
absolute	Streptococcus salivarius	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	34	0.20588235294117646	6
absolute	Streptococcus salivarius	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	53	0.8490566037735849	6
absolute	Streptococcus salivarius	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	53	0.1509433962264151	6
absolute	Streptococcus salivarius	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	34	0.7647058823529411	6
absolute	Streptococcus salivarius	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	34	0.23529411764705882	6
absolute	Streptococcus salivarius	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	42	52	0.8076923076923077	6
absolute	Streptococcus salivarius	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	10	52	0.19230769230769232	6
absolute	Streptococcus salivarius	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	28	34	0.8235294117647058	6
absolute	Streptococcus salivarius	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	34	0.17647058823529413	6
absolute	Streptococcus salivarius	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	52	0.7307692307692307	6
absolute	Streptococcus salivarius	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	14	52	0.2692307692307692	6
absolute	Streptococcus salivarius	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	29	33	0.8787878787878788	6
absolute	Streptococcus salivarius	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	33	0.12121212121212122	6
absolute	Veillonella parvula	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	57	57	1	6
absolute	Veillonella parvula	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	29	0.6551724137931034	6
absolute	Veillonella parvula	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	29	0.3448275862068966	6
absolute	Veillonella parvula	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	57	57	1	6
absolute	Veillonella parvula	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	27	0.6296296296296297	6
absolute	Veillonella parvula	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	27	0.37037037037037035	6
absolute	Veillonella parvula	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	57	57	1	6
absolute	Veillonella parvula	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	30	0.6333333333333333	6
absolute	Veillonella parvula	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	30	0.36666666666666664	6
absolute	Veillonella parvula	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	55	57	0.9649122807017544	6
absolute	Veillonella parvula	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	57	0.03508771929824561	6
absolute	Veillonella parvula	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	30	0.6333333333333333	6
absolute	Veillonella parvula	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	30	0.36666666666666664	6
absolute	Veillonella parvula	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	55	56	0.9821428571428571	6
absolute	Veillonella parvula	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	56	0.017857142857142856	6
absolute	Veillonella parvula	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	30	0.7	6
absolute	Veillonella parvula	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	30	0.3	6
absolute	Veillonella parvula	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	54	55	0.9818181818181818	6
absolute	Veillonella parvula	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	55	0.01818181818181818	6
absolute	Veillonella parvula	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	30	0.7	6
absolute	Veillonella parvula	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	30	0.3	6
relative	Bacteroides fragilis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	39	0.9487179487179487	6
relative	Bacteroides fragilis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	39	0.05128205128205128	6
relative	Bacteroides fragilis	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	47	0.2978723404255319	6
relative	Bacteroides fragilis	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	33	47	0.7021276595744681	6
relative	Bacteroides fragilis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	39	1	6
relative	Bacteroides fragilis	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	45	0.35555555555555557	6
relative	Bacteroides fragilis	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	29	45	0.6444444444444445	6
relative	Bacteroides fragilis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	39	0.9743589743589743	6
relative	Bacteroides fragilis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	39	0.02564102564102564	6
relative	Bacteroides fragilis	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	48	0.3958333333333333	6
relative	Bacteroides fragilis	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	29	48	0.6041666666666666	6
relative	Bacteroides fragilis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	39	0.9743589743589743	6
relative	Bacteroides fragilis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	39	0.02564102564102564	6
relative	Bacteroides fragilis	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	48	0.375	6
relative	Bacteroides fragilis	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	30	48	0.625	6
relative	Bacteroides fragilis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	38	0.9736842105263158	6
relative	Bacteroides fragilis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	38	0.02631578947368421	6
relative	Bacteroides fragilis	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	23	48	0.4791666666666667	6
relative	Bacteroides fragilis	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	48	0.5208333333333334	6
relative	Bacteroides fragilis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	38	0.9736842105263158	6
relative	Bacteroides fragilis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	38	0.02631578947368421	6
relative	Bacteroides fragilis	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	47	0.5106382978723404	6
relative	Bacteroides fragilis	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	47	0.48936170212765956	6
relative	Bacteroides thetaiotaomicron	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	49	1	6
relative	Bacteroides thetaiotaomicron	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	37	0.13513513513513514	6
relative	Bacteroides thetaiotaomicron	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	37	0.8648648648648649	6
relative	Bacteroides thetaiotaomicron	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	49	1	6
relative	Bacteroides thetaiotaomicron	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	35	0.14285714285714285	6
relative	Bacteroides thetaiotaomicron	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	30	35	0.8571428571428571	6
relative	Bacteroides thetaiotaomicron	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	49	1	6
relative	Bacteroides thetaiotaomicron	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	38	0.2631578947368421	6
relative	Bacteroides thetaiotaomicron	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	38	0.7368421052631579	6
relative	Bacteroides thetaiotaomicron	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	49	1	6
relative	Bacteroides thetaiotaomicron	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	38	0.2894736842105263	6
relative	Bacteroides thetaiotaomicron	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	27	38	0.7105263157894737	6
relative	Bacteroides thetaiotaomicron	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	48	0.9791666666666666	6
relative	Bacteroides thetaiotaomicron	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	48	0.020833333333333332	6
relative	Bacteroides thetaiotaomicron	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	38	0.34210526315789475	6
relative	Bacteroides thetaiotaomicron	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	38	0.6578947368421053	6
relative	Bacteroides thetaiotaomicron	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	47	0.9787234042553191	6
relative	Bacteroides thetaiotaomicron	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	47	0.02127659574468085	6
relative	Bacteroides thetaiotaomicron	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	38	0.3157894736842105	6
relative	Bacteroides thetaiotaomicron	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	26	38	0.6842105263157895	6
relative	Bacteroides uniformis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	34	40	0.85	6
relative	Bacteroides uniformis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	40	0.15	6
relative	Bacteroides uniformis	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	46	0.34782608695652173	6
relative	Bacteroides uniformis	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	30	46	0.6521739130434783	6
relative	Bacteroides uniformis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	40	0.925	6
relative	Bacteroides uniformis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	40	0.075	6
relative	Bacteroides uniformis	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	44	0.36363636363636365	6
relative	Bacteroides uniformis	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	44	0.6363636363636364	6
relative	Bacteroides uniformis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	40	1	6
relative	Bacteroides uniformis	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	47	0.44680851063829785	6
relative	Bacteroides uniformis	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	26	47	0.5531914893617021	6
relative	Bacteroides uniformis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	40	0.925	6
relative	Bacteroides uniformis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	40	0.075	6
relative	Bacteroides uniformis	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	47	0.5106382978723404	6
relative	Bacteroides uniformis	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	47	0.48936170212765956	6
relative	Bacteroides uniformis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	36	39	0.9230769230769231	6
relative	Bacteroides uniformis	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	39	0.07692307692307693	6
relative	Bacteroides uniformis	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	47	0.5106382978723404	6
relative	Bacteroides uniformis	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	47	0.48936170212765956	6
relative	Bacteroides uniformis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	35	39	0.8974358974358975	6
relative	Bacteroides uniformis	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	39	0.10256410256410256	6
relative	Bacteroides uniformis	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	46	0.4782608695652174	6
relative	Bacteroides uniformis	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	46	0.5217391304347826	6
relative	Clostridium perfringens	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	42	0.9523809523809523	6
relative	Clostridium perfringens	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	42	0.047619047619047616	6
relative	Clostridium perfringens	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	25	44	0.5681818181818182	6
relative	Clostridium perfringens	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	44	0.4318181818181818	6
relative	Clostridium perfringens	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	42	0.9285714285714286	6
relative	Clostridium perfringens	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	42	0.07142857142857142	6
relative	Clostridium perfringens	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	42	0.5238095238095238	6
relative	Clostridium perfringens	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	20	42	0.47619047619047616	6
relative	Clostridium perfringens	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	42	0.9285714285714286	6
relative	Clostridium perfringens	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	42	0.07142857142857142	6
relative	Clostridium perfringens	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	45	0.6	6
relative	Clostridium perfringens	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	18	45	0.4	6
relative	Clostridium perfringens	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	42	0.9047619047619048	6
relative	Clostridium perfringens	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	42	0.09523809523809523	6
relative	Clostridium perfringens	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	28	45	0.6222222222222222	6
relative	Clostridium perfringens	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	45	0.37777777777777777	6
relative	Clostridium perfringens	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	41	0.9024390243902439	6
relative	Clostridium perfringens	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	41	0.0975609756097561	6
relative	Clostridium perfringens	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	28	45	0.6222222222222222	6
relative	Clostridium perfringens	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	45	0.37777777777777777	6
relative	Clostridium perfringens	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	35	41	0.8536585365853658	6
relative	Clostridium perfringens	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	41	0.14634146341463414	6
relative	Clostridium perfringens	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	44	0.5909090909090909	6
relative	Clostridium perfringens	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	18	44	0.4090909090909091	6
relative	Collinsella aerofaciens	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	43	49	0.8775510204081632	6
relative	Collinsella aerofaciens	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	49	0.12244897959183673	6
